state,county,candidate,party,total_votes,won
Wisconsin,Waukesha County,Jo Jorgensen,LIB,3023,FALSE
Wisconsin,Waukesha County, Write-ins,WRI,782,FALSE
Wisconsin,Waukesha County,Brian Carroll,ASP,331,FALSE
Wisconsin,Waukesha County,Don Blankenship,CST,305,FALSE
Wisconsin,Waupaca County,Donald Trump,REP,18952,TRUE
Wisconsin,Waupaca County,Joe Biden,DEM,9703,FALSE
Wisconsin,Waupaca County,Jo Jorgensen,LIB,357,FALSE
Wisconsin,Waupaca County,Don Blankenship,CST,48,FALSE
Wisconsin,Waupaca County, Write-ins,WRI,41,FALSE
Wisconsin,Waupaca County,Brian Carroll,ASP,29,FALSE
Wisconsin,Waushara County,Donald Trump,REP,9016,TRUE
Wisconsin,Waushara County,Joe Biden,DEM,4388,FALSE
Wisconsin,Waushara County,Jo Jorgensen,LIB,115,FALSE
Wisconsin,Waushara County,Don Blankenship,CST,30,FALSE
Wisconsin,Waushara County,Brian Carroll,ASP,19,FALSE
Wisconsin,Waushara County, Write-ins,WRI,0,FALSE
Wisconsin,Winnebago County,Donald Trump,REP,47796,TRUE
Wisconsin,Winnebago County,Joe Biden,DEM,44060,FALSE
Wisconsin,Winnebago County,Jo Jorgensen,LIB,1629,FALSE
Wisconsin,Winnebago County, Write-ins,WRI,369,FALSE
Wisconsin,Winnebago County,Don Blankenship,CST,168,FALSE
Wisconsin,Winnebago County,Brian Carroll,ASP,138,FALSE
Wisconsin,Wood County,Donald Trump,REP,24307,TRUE
Wisconsin,Wood County,Joe Biden,DEM,16360,FALSE
Wisconsin,Wood County,Jo Jorgensen,LIB,402,FALSE
Wisconsin,Wood County,Don Blankenship,CST,79,FALSE
Wisconsin,Wood County,Brian Carroll,ASP,49,FALSE
Wisconsin,Wood County, Write-ins,WRI,0,FALSE
Wyoming,Albany County,Joe Biden,DEM,9092,TRUE
Wyoming,Albany County,Donald Trump,REP,8579,FALSE
Wyoming,Albany County,Jo Jorgensen,LIB,595,FALSE
Wyoming,Albany County,Brock Pierce,IND,178,FALSE
Wyoming,Albany County, Write-ins,WRI,173,FALSE
Wyoming,Big Horn County,Donald Trump,REP,4806,TRUE
Wyoming,Big Horn County,Joe Biden,DEM,788,FALSE
Wyoming,Big Horn County,Jo Jorgensen,LIB,74,FALSE
Wyoming,Big Horn County,Brock Pierce,IND,46,FALSE
Wyoming,Big Horn County, Write-ins,WRI,38,FALSE
Wyoming,Campbell County,Donald Trump,REP,16975,TRUE
Wyoming,Campbell County,Joe Biden,DEM,1935,FALSE
Wyoming,Campbell County,Jo Jorgensen,LIB,434,FALSE
Wyoming,Campbell County,Brock Pierce,IND,120,FALSE
Wyoming,Campbell County, Write-ins,WRI,102,FALSE
Wyoming,Carbon County,Donald Trump,REP,5014,TRUE
Wyoming,Carbon County,Joe Biden,DEM,1427,FALSE
Wyoming,Carbon County,Jo Jorgensen,LIB,142,FALSE
Wyoming,Carbon County,Brock Pierce,IND,49,FALSE
Wyoming,Carbon County, Write-ins,WRI,32,FALSE
Wyoming,Converse County,Donald Trump,REP,5917,TRUE
Wyoming,Converse County,Joe Biden,DEM,861,FALSE
Wyoming,Converse County,Jo Jorgensen,LIB,121,FALSE
Wyoming,Converse County,Brock Pierce,IND,43,FALSE
Wyoming,Converse County, Write-ins,WRI,28,FALSE
Wyoming,Crook County,Donald Trump,REP,3651,TRUE
Wyoming,Crook County,Joe Biden,DEM,378,FALSE
Wyoming,Crook County,Jo Jorgensen,LIB,57,FALSE
Wyoming,Crook County,Brock Pierce,IND,19,FALSE
Wyoming,Crook County, Write-ins,WRI,14,FALSE
Wyoming,Fremont County,Donald Trump,REP,12007,TRUE
Wyoming,Fremont County,Joe Biden,DEM,5519,FALSE
Wyoming,Fremont County,Jo Jorgensen,LIB,321,FALSE
Wyoming,Fremont County,Brock Pierce,IND,157,FALSE
Wyoming,Fremont County, Write-ins,WRI,107,FALSE
Wyoming,Goshen County,Donald Trump,REP,4878,TRUE
Wyoming,Goshen County,Joe Biden,DEM,1203,FALSE
Wyoming,Goshen County,Jo Jorgensen,LIB,86,FALSE
Wyoming,Goshen County,Brock Pierce,IND,43,FALSE
Wyoming,Goshen County, Write-ins,WRI,31,FALSE
Wyoming,Hot Springs County,Donald Trump,REP,1999,TRUE
Wyoming,Hot Springs County,Joe Biden,DEM,482,FALSE
Wyoming,Hot Springs County,Jo Jorgensen,LIB,61,FALSE
Wyoming,Hot Springs County,Brock Pierce,IND,24,FALSE
Wyoming,Hot Springs County, Write-ins,WRI,11,FALSE
Wyoming,Johnson County,Donald Trump,REP,3881,TRUE
Wyoming,Johnson County,Joe Biden,DEM,897,FALSE
Wyoming,Johnson County,Jo Jorgensen,LIB,86,FALSE
Wyoming,Johnson County,Brock Pierce,IND,27,FALSE
Wyoming,Johnson County, Write-ins,WRI,23,FALSE
Wyoming,Laramie County,Donald Trump,REP,27891,TRUE
Wyoming,Laramie County,Joe Biden,DEM,15217,FALSE
Wyoming,Laramie County,Jo Jorgensen,LIB,1063,FALSE
Wyoming,Laramie County,Brock Pierce,IND,491,FALSE
Wyoming,Laramie County, Write-ins,WRI,320,FALSE
Wyoming,Lincoln County,Donald Trump,REP,8643,TRUE
Wyoming,Lincoln County,Joe Biden,DEM,1509,FALSE
Wyoming,Lincoln County,Jo Jorgensen,LIB,167,FALSE
Wyoming,Lincoln County, Write-ins,WRI,78,FALSE
Wyoming,Lincoln County,Brock Pierce,IND,71,FALSE
Wyoming,Natrona County,Donald Trump,REP,25271,TRUE
Wyoming,Natrona County,Joe Biden,DEM,8530,FALSE
Wyoming,Natrona County,Jo Jorgensen,LIB,895,FALSE
Wyoming,Natrona County,Brock Pierce,IND,294,FALSE
Wyoming,Natrona County, Write-ins,WRI,212,FALSE
Wyoming,Niobrara County,Donald Trump,REP,1118,TRUE
Wyoming,Niobrara County,Joe Biden,DEM,155,FALSE
Wyoming,Niobrara County,Jo Jorgensen,LIB,21,FALSE
Wyoming,Niobrara County,Brock Pierce,IND,11,FALSE
Wyoming,Niobrara County, Write-ins,WRI,3,FALSE
Wyoming,Park County,Donald Trump,REP,12813,TRUE
Wyoming,Park County,Joe Biden,DEM,3410,FALSE
Wyoming,Park County,Jo Jorgensen,LIB,282,FALSE
Wyoming,Park County, Write-ins,WRI,115,FALSE
Wyoming,Park County,Brock Pierce,IND,97,FALSE
Wyoming,Platte County,Donald Trump,REP,3898,TRUE
Wyoming,Platte County,Joe Biden,DEM,890,FALSE
Wyoming,Platte County,Jo Jorgensen,LIB,65,FALSE
Wyoming,Platte County,Brock Pierce,IND,49,FALSE
Wyoming,Platte County, Write-ins,WRI,21,FALSE
Wyoming,Sheridan County,Donald Trump,REP,11843,TRUE
Wyoming,Sheridan County,Joe Biden,DEM,4043,FALSE
Wyoming,Sheridan County,Jo Jorgensen,LIB,339,FALSE
Wyoming,Sheridan County,Brock Pierce,IND,114,FALSE
Wyoming,Sheridan County, Write-ins,WRI,89,FALSE
Wyoming,Sublette County,Donald Trump,REP,3957,TRUE
Wyoming,Sublette County,Joe Biden,DEM,882,FALSE
Wyoming,Sublette County,Jo Jorgensen,LIB,71,FALSE
Wyoming,Sublette County,Brock Pierce,IND,37,FALSE
Wyoming,Sublette County, Write-ins,WRI,23,FALSE
Wyoming,Sweetwater County,Donald Trump,REP,12229,TRUE
Wyoming,Sweetwater County,Joe Biden,DEM,3823,FALSE
Wyoming,Sweetwater County,Jo Jorgensen,LIB,350,FALSE
Wyoming,Sweetwater County,Brock Pierce,IND,118,FALSE
Wyoming,Sweetwater County, Write-ins,WRI,83,FALSE
Wyoming,Teton County,Joe Biden,DEM,9848,TRUE
Wyoming,Teton County,Donald Trump,REP,4341,FALSE
Wyoming,Teton County,Jo Jorgensen,LIB,255,FALSE
Wyoming,Teton County, Write-ins,WRI,144,FALSE
Wyoming,Teton County,Brock Pierce,IND,89,FALSE
Wyoming,Uinta County,Donald Trump,REP,7496,TRUE
Wyoming,Uinta County,Joe Biden,DEM,1591,FALSE
Wyoming,Uinta County,Jo Jorgensen,LIB,172,FALSE
Wyoming,Uinta County,Brock Pierce,IND,79,FALSE
Wyoming,Uinta County, Write-ins,WRI,64,FALSE
Wyoming,Washakie County,Donald Trump,REP,3245,TRUE
Wyoming,Washakie County,Joe Biden,DEM,651,FALSE
Wyoming,Washakie County,Jo Jorgensen,LIB,65,FALSE
Wyoming,Washakie County,Brock Pierce,IND,32,FALSE
Wyoming,Washakie County, Write-ins,WRI,19,FALSE
Wyoming,Weston County,Donald Trump,REP,3107,TRUE
Wyoming,Weston County,Joe Biden,DEM,360,FALSE
Wyoming,Weston County,Jo Jorgensen,LIB,46,FALSE
Wyoming,Weston County,Brock Pierce,IND,20,FALSE
Wyoming,Weston County, Write-ins,WRI,9,FALSE
Alabama,Cherokee County,Donald Trump,REP,10562,TRUE
Alabama,Cherokee County,Joe Biden,DEM,1619,FALSE
Alabama,Cherokee County,Jo Jorgensen,LIB,82,FALSE
Alabama,Cherokee County, Write-ins,WRI,12,FALSE
Alabama,Chilton County,Donald Trump,REP,16052,TRUE
Alabama,Chilton County,Joe Biden,DEM,3056,FALSE
Alabama,Chilton County,Jo Jorgensen,LIB,123,FALSE
Alabama,Chilton County, Write-ins,WRI,29,FALSE
Alabama,Choctaw County,Donald Trump,REP,4294,TRUE
Alabama,Choctaw County,Joe Biden,DEM,3126,FALSE
Alabama,Choctaw County,Jo Jorgensen,LIB,38,FALSE
Alabama,Choctaw County, Write-ins,WRI,3,FALSE
Alabama,Clarke County,Donald Trump,REP,7310,TRUE
Alabama,Clarke County,Joe Biden,DEM,5730,FALSE
Alabama,Clarke County,Jo Jorgensen,LIB,48,FALSE
Alabama,Clarke County, Write-ins,WRI,14,FALSE
Alabama,Clay County,Donald Trump,REP,5589,TRUE
Alabama,Clay County,Joe Biden,DEM,1262,FALSE
Alabama,Clay County,Jo Jorgensen,LIB,53,FALSE
Alabama,Clay County, Write-ins,WRI,9,FALSE
Alabama,Cleburne County,Donald Trump,REP,6472,TRUE
Alabama,Cleburne County,Joe Biden,DEM,672,FALSE
Alabama,Cleburne County,Jo Jorgensen,LIB,58,FALSE
Alabama,Cleburne County, Write-ins,WRI,8,FALSE
Alabama,Coffee County,Donald Trump,REP,16832,TRUE
Alabama,Coffee County,Joe Biden,DEM,5050,FALSE
Alabama,Coffee County,Jo Jorgensen,LIB,262,FALSE
Alabama,Coffee County, Write-ins,WRI,36,FALSE
Alabama,Colbert County,Donald Trump,REP,17311,TRUE
Alabama,Colbert County,Joe Biden,DEM,7057,FALSE
Alabama,Colbert County,Jo Jorgensen,LIB,239,FALSE
Alabama,Colbert County, Write-ins,WRI,61,FALSE
Alabama,Conecuh County,Donald Trump,REP,3435,TRUE
Alabama,Conecuh County,Joe Biden,DEM,2951,FALSE
Alabama,Conecuh County,Jo Jorgensen,LIB,32,FALSE
Alabama,Conecuh County, Write-ins,WRI,1,FALSE
Alabama,Coosa County,Donald Trump,REP,3626,TRUE
Alabama,Coosa County,Joe Biden,DEM,1794,FALSE
Alabama,Coosa County,Jo Jorgensen,LIB,46,FALSE
Alabama,Coosa County, Write-ins,WRI,6,FALSE
Alabama,Autauga County,Donald Trump,REP,19764,TRUE
Alabama,Autauga County,Joe Biden,DEM,7450,FALSE
Alabama,Autauga County,Jo Jorgensen,LIB,346,FALSE
Alabama,Autauga County, Write-ins,WRI,79,FALSE
Alabama,Covington County,Donald Trump,REP,14579,TRUE
Alabama,Covington County,Joe Biden,DEM,2717,FALSE
Alabama,Covington County,Jo Jorgensen,LIB,97,FALSE
Alabama,Covington County, Write-ins,WRI,25,FALSE
Alabama,Crenshaw County,Donald Trump,REP,4864,TRUE
Alabama,Crenshaw County,Joe Biden,DEM,1700,FALSE
Alabama,Crenshaw County,Jo Jorgensen,LIB,44,FALSE
Alabama,Crenshaw County, Write-ins,WRI,9,FALSE
Alabama,Cullman County,Donald Trump,REP,36804,TRUE
Alabama,Cullman County,Joe Biden,DEM,4454,FALSE
Alabama,Cullman County,Jo Jorgensen,LIB,418,FALSE
Alabama,Cullman County, Write-ins,WRI,75,FALSE
Alabama,Dale County,Donald Trump,REP,14281,TRUE
Alabama,Dale County,Joe Biden,DEM,5154,FALSE
Alabama,Dale County,Jo Jorgensen,LIB,232,FALSE
Alabama,Dale County, Write-ins,WRI,32,FALSE
Alabama,Dallas County,Joe Biden,DEM,12228,TRUE
Alabama,Dallas County,Donald Trump,REP,5523,FALSE
Alabama,Dallas County,Jo Jorgensen,LIB,90,FALSE
Alabama,Dallas County, Write-ins,WRI,20,FALSE
Alabama,DeKalb County,Donald Trump,REP,24744,TRUE
Alabama,DeKalb County,Joe Biden,DEM,4271,FALSE
Alabama,DeKalb County,Jo Jorgensen,LIB,250,FALSE
Alabama,DeKalb County, Write-ins,WRI,57,FALSE
Alabama,Elmore County,Donald Trump,REP,30089,TRUE
Alabama,Elmore County,Joe Biden,DEM,10304,FALSE
Alabama,Elmore County,Jo Jorgensen,LIB,397,FALSE
Alabama,Elmore County, Write-ins,WRI,101,FALSE
Alabama,Escambia County,Donald Trump,REP,10844,TRUE
Alabama,Escambia County,Joe Biden,DEM,4894,FALSE
Alabama,Escambia County,Jo Jorgensen,LIB,94,FALSE
Alabama,Escambia County, Write-ins,WRI,29,FALSE
Alabama,Etowah County,Donald Trump,REP,35343,TRUE
Alabama,Etowah County,Joe Biden,DEM,11487,FALSE
Alabama,Etowah County,Jo Jorgensen,LIB,528,FALSE
Alabama,Etowah County, Write-ins,WRI,102,FALSE
Alabama,Fayette County,Donald Trump,REP,7295,TRUE
Alabama,Fayette County,Joe Biden,DEM,1390,FALSE
Alabama,Fayette County,Jo Jorgensen,LIB,56,FALSE
Alabama,Fayette County, Write-ins,WRI,15,FALSE
Alabama,Baldwin County,Donald Trump,REP,83055,TRUE
Alabama,Baldwin County,Joe Biden,DEM,24344,FALSE
Alabama,Baldwin County,Jo Jorgensen,LIB,1221,FALSE
Alabama,Baldwin County, Write-ins,WRI,325,FALSE
Alabama,Franklin County,Donald Trump,REP,10364,TRUE
Alabama,Franklin County,Joe Biden,DEM,2085,FALSE
Alabama,Franklin County,Jo Jorgensen,LIB,105,FALSE
Alabama,Franklin County, Write-ins,WRI,10,FALSE
Alabama,Geneva County,Donald Trump,REP,10844,TRUE
Alabama,Geneva County,Joe Biden,DEM,1592,FALSE
Alabama,Geneva County,Jo Jorgensen,LIB,90,FALSE
Alabama,Geneva County, Write-ins,WRI,12,FALSE
Alabama,Greene County,Joe Biden,DEM,3880,TRUE
Alabama,Greene County,Donald Trump,REP,875,FALSE
Alabama,Greene County,Jo Jorgensen,LIB,8,FALSE
Alabama,Greene County, Write-ins,WRI,8,FALSE
Alabama,Hale County,Joe Biden,DEM,4687,TRUE
Alabama,Hale County,Donald Trump,REP,3190,FALSE
Alabama,Hale County,Jo Jorgensen,LIB,37,FALSE
Alabama,Hale County, Write-ins,WRI,8,FALSE
Alabama,Henry County,Donald Trump,REP,6593,TRUE
Alabama,Henry County,Joe Biden,DEM,2589,FALSE
Alabama,Henry County,Jo Jorgensen,LIB,69,FALSE
Alabama,Henry County, Write-ins,WRI,15,FALSE
Alabama,Houston County,Donald Trump,REP,32384,TRUE
Alabama,Houston County,Joe Biden,DEM,12738,FALSE
Alabama,Houston County,Jo Jorgensen,LIB,525,FALSE
Alabama,Houston County, Write-ins,WRI,103,FALSE
Alabama,Jackson County,Donald Trump,REP,19644,TRUE
Alabama,Jackson County,Joe Biden,DEM,3709,FALSE
Alabama,Jackson County,Jo Jorgensen,LIB,208,FALSE
Alabama,Jackson County, Write-ins,WRI,41,FALSE
Alabama,Jefferson County,Joe Biden,DEM,180936,TRUE
Alabama,Jefferson County,Donald Trump,REP,138443,FALSE
Alabama,Jefferson County,Jo Jorgensen,LIB,3568,FALSE
Alabama,Jefferson County, Write-ins,WRI,1728,FALSE
Alabama,Lamar County,Donald Trump,REP,6168,TRUE
Alabama,Lamar County,Joe Biden,DEM,978,FALSE
Alabama,Lamar County,Jo Jorgensen,LIB,33,FALSE
Alabama,Lamar County, Write-ins,WRI,8,FALSE
Alabama,Lauderdale County,Donald Trump,REP,31578,TRUE
Alabama,Lauderdale County,Joe Biden,DEM,11872,FALSE
Alabama,Lauderdale County,Jo Jorgensen,LIB,533,FALSE
Alabama,Lauderdale County, Write-ins,WRI,166,FALSE
Alabama,Barbour County,Donald Trump,REP,5605,TRUE
Alabama,Barbour County,Joe Biden,DEM,4772,FALSE
Alabama,Barbour County,Jo Jorgensen,LIB,68,FALSE
Alabama,Barbour County, Write-ins,WRI,12,FALSE
Alabama,Lawrence County,Donald Trump,REP,12266,TRUE
Alabama,Lawrence County,Joe Biden,DEM,3544,FALSE
Alabama,Lawrence County,Jo Jorgensen,LIB,126,FALSE
Alabama,Lawrence County, Write-ins,WRI,21,FALSE
Alabama,Lee County,Donald Trump,REP,42019,TRUE
Alabama,Lee County,Joe Biden,DEM,27600,FALSE
Alabama,Lee County,Jo Jorgensen,LIB,1012,FALSE
Alabama,Lee County, Write-ins,WRI,349,FALSE
Alabama,Limestone County,Donald Trump,REP,34337,TRUE
Alabama,Limestone County,Joe Biden,DEM,13510,FALSE
Alabama,Limestone County,Jo Jorgensen,LIB,736,FALSE
Alabama,Limestone County, Write-ins,WRI,171,FALSE
Alabama,Lowndes County,Joe Biden,DEM,4968,TRUE
Alabama,Lowndes County,Donald Trump,REP,1835,FALSE
Alabama,Lowndes County,Jo Jorgensen,LIB,26,FALSE
Alabama,Lowndes County, Write-ins,WRI,1,FALSE
Alabama,Macon County,Joe Biden,DEM,7084,TRUE
Alabama,Macon County,Donald Trump,REP,1539,FALSE
Alabama,Macon County,Jo Jorgensen,LIB,52,FALSE
Alabama,Macon County, Write-ins,WRI,22,FALSE
Alabama,Madison County,Donald Trump,REP,102395,TRUE
Alabama,Madison County,Joe Biden,DEM,86885,FALSE
Alabama,Madison County,Jo Jorgensen,LIB,3678,FALSE
Alabama,Madison County, Write-ins,WRI,997,FALSE
Alabama,Marengo County,Joe Biden,DEM,5476,TRUE
Alabama,Marengo County,Donald Trump,REP,5337,FALSE
Alabama,Marengo County,Jo Jorgensen,LIB,59,FALSE
Alabama,Marengo County, Write-ins,WRI,10,FALSE
Alabama,Marion County,Donald Trump,REP,12190,TRUE
Alabama,Marion County,Joe Biden,DEM,1457,FALSE
Alabama,Marion County,Jo Jorgensen,LIB,115,FALSE
Alabama,Marion County, Write-ins,WRI,24,FALSE
Alabama,Marshall County,Donald Trump,REP,33094,TRUE
Alabama,Marshall County,Joe Biden,DEM,5880,FALSE
Alabama,Marshall County,Jo Jorgensen,LIB,432,FALSE
Alabama,Marshall County, Write-ins,WRI,86,FALSE
Alabama,Mobile County,Donald Trump,REP,100605,TRUE
Alabama,Mobile County,Joe Biden,DEM,78754,FALSE
Alabama,Mobile County,Jo Jorgensen,LIB,1920,FALSE
Alabama,Mobile County, Write-ins,WRI,504,FALSE
Alabama,Bibb County,Donald Trump,REP,7508,TRUE
Alabama,Bibb County,Joe Biden,DEM,1982,FALSE
Alabama,Bibb County,Jo Jorgensen,LIB,73,FALSE
Alabama,Bibb County, Write-ins,WRI,10,FALSE
Alabama,Monroe County,Donald Trump,REP,6129,TRUE
Alabama,Monroe County,Joe Biden,DEM,4425,FALSE
Alabama,Monroe County,Jo Jorgensen,LIB,53,FALSE
Alabama,Monroe County, Write-ins,WRI,13,FALSE
Alabama,Montgomery County,Joe Biden,DEM,64065,TRUE
Alabama,Montgomery County,Donald Trump,REP,33122,FALSE
Alabama,Montgomery County,Jo Jorgensen,LIB,916,FALSE
Alabama,Montgomery County, Write-ins,WRI,373,FALSE
Alabama,Morgan County,Donald Trump,REP,39504,TRUE
Alabama,Morgan County,Joe Biden,DEM,13159,FALSE
Alabama,Morgan County,Jo Jorgensen,LIB,700,FALSE
Alabama,Morgan County, Write-ins,WRI,119,FALSE
Alabama,Perry County,Joe Biden,DEM,3849,TRUE
Alabama,Perry County,Donald Trump,REP,1336,FALSE
Alabama,Perry County,Jo Jorgensen,LIB,23,FALSE
Alabama,Perry County, Write-ins,WRI,7,FALSE
Alabama,Pickens County,Donald Trump,REP,5590,TRUE
Alabama,Pickens County,Joe Biden,DEM,4017,FALSE
Alabama,Pickens County,Jo Jorgensen,LIB,40,FALSE
Alabama,Pickens County, Write-ins,WRI,12,FALSE
Alabama,Pike County,Donald Trump,REP,8020,TRUE
Alabama,Pike County,Joe Biden,DEM,5613,FALSE
Alabama,Pike County,Jo Jorgensen,LIB,134,FALSE
Alabama,Pike County, Write-ins,WRI,29,FALSE
Alabama,Randolph County,Donald Trump,REP,8548,TRUE
Alabama,Randolph County,Joe Biden,DEM,2203,FALSE
Alabama,Randolph County,Jo Jorgensen,LIB,59,FALSE
Alabama,Randolph County, Write-ins,WRI,14,FALSE
Alabama,Russell County,Joe Biden,DEM,11078,TRUE
Alabama,Russell County,Donald Trump,REP,9796,FALSE
Alabama,Russell County,Jo Jorgensen,LIB,195,FALSE
Alabama,Russell County, Write-ins,WRI,39,FALSE
Alabama,St. Clair County,Donald Trump,REP,36119,TRUE
Alabama,St. Clair County,Joe Biden,DEM,7698,FALSE
Alabama,St. Clair County,Jo Jorgensen,LIB,444,FALSE
Alabama,St. Clair County, Write-ins,WRI,85,FALSE
Alabama,Shelby County,Donald Trump,REP,79428,TRUE
Alabama,Shelby County,Joe Biden,DEM,33036,FALSE
Alabama,Shelby County,Jo Jorgensen,LIB,1456,FALSE
Alabama,Shelby County, Write-ins,WRI,519,FALSE
Alabama,Blount County,Donald Trump,REP,24595,TRUE
Alabama,Blount County,Joe Biden,DEM,2627,FALSE
Alabama,Blount County,Jo Jorgensen,LIB,209,FALSE
Alabama,Blount County, Write-ins,WRI,28,FALSE
Alabama,Sumter County,Joe Biden,DEM,4639,TRUE
Alabama,Sumter County,Donald Trump,REP,1598,FALSE
Alabama,Sumter County,Jo Jorgensen,LIB,37,FALSE
Alabama,Sumter County, Write-ins,WRI,8,FALSE
Alabama,Talladega County,Donald Trump,REP,22210,TRUE
Alabama,Talladega County,Joe Biden,DEM,13092,FALSE
Alabama,Talladega County,Jo Jorgensen,LIB,246,FALSE
Alabama,Talladega County, Write-ins,WRI,43,FALSE
Alabama,Tallapoosa County,Donald Trump,REP,14905,TRUE
Alabama,Tallapoosa County,Joe Biden,DEM,5815,FALSE
Alabama,Tallapoosa County,Jo Jorgensen,LIB,129,FALSE
Alabama,Tallapoosa County, Write-ins,WRI,39,FALSE
Alabama,Tuscaloosa County,Donald Trump,REP,50961,TRUE
Alabama,Tuscaloosa County,Joe Biden,DEM,37514,FALSE
Alabama,Tuscaloosa County,Jo Jorgensen,LIB,923,FALSE
Alabama,Tuscaloosa County, Write-ins,WRI,362,FALSE
Alabama,Walker County,Donald Trump,REP,25947,TRUE
Alabama,Walker County,Joe Biden,DEM,4826,FALSE
Alabama,Walker County,Jo Jorgensen,LIB,276,FALSE
Alabama,Walker County, Write-ins,WRI,57,FALSE
Alabama,Washington County,Donald Trump,REP,6554,TRUE
Alabama,Washington County,Joe Biden,DEM,2253,FALSE
Alabama,Washington County,Jo Jorgensen,LIB,45,FALSE
Alabama,Washington County, Write-ins,WRI,9,FALSE
Alabama,Wilcox County,Joe Biden,DEM,4036,TRUE
Alabama,Wilcox County,Donald Trump,REP,1826,FALSE
Alabama,Wilcox County,Jo Jorgensen,LIB,17,FALSE
Alabama,Wilcox County, Write-ins,WRI,5,FALSE
Alabama,Winston County,Donald Trump,REP,10187,TRUE
Alabama,Winston County,Joe Biden,DEM,974,FALSE
Alabama,Winston County,Jo Jorgensen,LIB,99,FALSE
Alabama,Winston County, Write-ins,WRI,13,FALSE
Alabama,Bullock County,Joe Biden,DEM,3439,TRUE
Alabama,Bullock County,Donald Trump,REP,1143,FALSE
Alabama,Bullock County,Jo Jorgensen,LIB,19,FALSE
Alabama,Bullock County, Write-ins,WRI,2,FALSE
Alabama,Butler County,Donald Trump,REP,5448,TRUE
Alabama,Butler County,Joe Biden,DEM,3953,FALSE
Alabama,Butler County,Jo Jorgensen,LIB,59,FALSE
Alabama,Butler County, Write-ins,WRI,6,FALSE
Alabama,Calhoun County,Donald Trump,REP,34964,TRUE
Alabama,Calhoun County,Joe Biden,DEM,15118,FALSE
Alabama,Calhoun County,Jo Jorgensen,LIB,548,FALSE
Alabama,Calhoun County, Write-ins,WRI,113,FALSE
Alabama,Chambers County,Donald Trump,REP,8748,TRUE
Alabama,Chambers County,Joe Biden,DEM,6356,FALSE
Alabama,Chambers County,Jo Jorgensen,LIB,140,FALSE
Alabama,Chambers County, Write-ins,WRI,25,FALSE
Alaska,ED 10,Donald Trump,REP,7813,TRUE
Alaska,ED 10,Joe Biden,DEM,2680,FALSE
Alaska,ED 10,Jo Jorgensen,LIB,276,FALSE
Alaska,ED 10,Jesse Ventura,GRN,63,FALSE
Alaska,ED 10,Don Blankenship,CST,21,FALSE
Alaska,ED 10,Brock Pierce,IND,19,FALSE
Alaska,ED 10,Rocky De La Fuente,ALI,6,FALSE
Alaska,ED 11,Donald Trump,REP,6968,TRUE
Alaska,ED 11,Joe Biden,DEM,3084,FALSE
Alaska,ED 11,Jo Jorgensen,LIB,266,FALSE
Alaska,ED 11,Jesse Ventura,GRN,86,FALSE
Alaska,ED 11,Don Blankenship,CST,22,FALSE
Alaska,ED 11,Brock Pierce,IND,17,FALSE
Alaska,ED 11,Rocky De La Fuente,ALI,6,FALSE
Alaska,ED 12,Donald Trump,REP,7707,TRUE
Alaska,ED 12,Joe Biden,DEM,2887,FALSE
Alaska,ED 12,Jo Jorgensen,LIB,282,FALSE
Alaska,ED 12,Jesse Ventura,GRN,54,FALSE
Alaska,ED 12,Don Blankenship,CST,28,FALSE
Alaska,ED 12,Brock Pierce,IND,15,FALSE
Alaska,ED 12,Rocky De La Fuente,ALI,3,FALSE
Alaska,ED 13,Donald Trump,REP,4557,TRUE
Alaska,ED 13,Joe Biden,DEM,2607,FALSE
Alaska,ED 13,Jo Jorgensen,LIB,301,FALSE
Alaska,ED 13,Jesse Ventura,GRN,39,FALSE
Alaska,ED 13,Brock Pierce,IND,24,FALSE
Alaska,ED 13,Don Blankenship,CST,16,FALSE
Alaska,ED 13,Rocky De La Fuente,ALI,6,FALSE
Alaska,ED 14,Donald Trump,REP,6632,TRUE
Alaska,ED 14,Joe Biden,DEM,4211,FALSE
Alaska,ED 14,Jo Jorgensen,LIB,351,FALSE
Alaska,ED 14,Jesse Ventura,GRN,49,FALSE
Alaska,ED 14,Don Blankenship,CST,45,FALSE
Alaska,ED 14,Brock Pierce,IND,10,FALSE
Alaska,ED 14,Rocky De La Fuente,ALI,5,FALSE
Alaska,ED 15,Donald Trump,REP,2602,TRUE
Alaska,ED 15,Joe Biden,DEM,2542,FALSE
Alaska,ED 15,Jo Jorgensen,LIB,187,FALSE
Alaska,ED 15,Jesse Ventura,GRN,35,FALSE
Alaska,ED 15,Brock Pierce,IND,13,FALSE
Alaska,ED 15,Don Blankenship,CST,9,FALSE
Alaska,ED 15,Rocky De La Fuente,ALI,9,FALSE
Alaska,ED 16,Joe Biden,DEM,4189,TRUE
Alaska,ED 16,Donald Trump,REP,3460,FALSE
Alaska,ED 16,Jo Jorgensen,LIB,206,FALSE
Alaska,ED 16,Jesse Ventura,GRN,64,FALSE
Alaska,ED 16,Don Blankenship,CST,26,FALSE
Alaska,ED 16,Brock Pierce,IND,14,FALSE
Alaska,ED 16,Rocky De La Fuente,ALI,11,FALSE
Alaska,ED 17,Joe Biden,DEM,3982,TRUE
Alaska,ED 17,Donald Trump,REP,2693,FALSE
Alaska,ED 17,Jo Jorgensen,LIB,173,FALSE
Alaska,ED 17,Jesse Ventura,GRN,63,FALSE
